Dataset,Model,Cost,Fold,Label Index,Label Name,Coverage,Full F1,Full Hamming Accuracy,Full Precision,Full Recall,Negative Support,Positive Support,Prevalence,Rejected Error Count,Rejected Position Count,Selective F1,Selective Precision,Selective Recall
emotions,BR_Logistic,,3,5,angry-aggresive,1.0,0.691358024691358,0.7967479674796748,0.6363636363636364,0.7567567567567568,86,37,0.3008130081300813,0,0,0.691358024691358,0.6363636363636364,0.7567567567567568
emotions,BR_Logistic,,4,0,amazed-suprised,1.0,0.5555555555555556,0.8,0.7894736842105263,0.42857142857142855,85,35,0.2916666666666667,0,0,0.5555555555555556,0.7894736842105263,0.42857142857142855
emotions,BR_Logistic,,4,1,happy-pleased,1.0,0.3181818181818182,0.75,0.6363636363636364,0.21212121212121213,87,33,0.275,0,0,0.3181818181818182,0.6363636363636364,0.21212121212121213
emotions,BR_Logistic,,4,2,relaxing-calm,1.0,0.6730769230769231,0.7166666666666667,0.6862745098039216,0.660377358490566,67,53,0.44166666666666665,0,0,0.6730769230769231,0.6862745098039216,0.660377358490566
emotions,BR_Logistic,,4,3,quiet-still,1.0,0.8,0.9,0.8,0.8,90,30,0.25,0,0,0.8,0.8,0.8
emotions,BR_Logistic,,4,4,sad-lonely,1.0,0.5964912280701754,0.8083333333333333,0.7391304347826086,0.5,86,34,0.2833333333333333,0,0,0.5964912280701754,0.7391304347826086,0.5
emotions,BR_Logistic,,4,5,angry-aggresive,1.0,0.6764705882352942,0.8166666666666667,0.7666666666666667,0.6052631578947368,82,38,0.31666666666666665,0,0,0.6764705882352942,0.7666666666666667,0.6052631578947368
emotions,BR_Logistic,,5,0,amazed-suprised,1.0,0.5172413793103449,0.7431192660550459,0.6521739130434783,0.42857142857142855,74,35,0.3211009174311927,0,0,0.5172413793103449,0.6521739130434783,0.42857142857142855
emotions,BR_Logistic,,5,1,happy-pleased,1.0,0.23255813953488372,0.6972477064220184,0.5555555555555556,0.14705882352941177,75,34,0.3119266055045872,0,0,0.23255813953488372,0.5555555555555556,0.14705882352941177
emotions,BR_Logistic,,5,2,relaxing-calm,1.0,0.8155339805825242,0.8256880733944955,0.84,0.7924528301886793,56,53,0.48623853211009177,0,0,0.8155339805825242,0.84,0.7924528301886793
emotions,BR_Logistic,,5,3,quiet-still,1.0,0.7692307692307693,0.8899082568807339,0.9090909090909091,0.6666666666666666,79,30,0.27522935779816515,0,0,0.7692307692307693,0.9090909090909091,0.6666666666666666
emotions,BR_Logistic,,5,4,sad-lonely,1.0,0.6206896551724138,0.7981651376146789,0.75,0.5294117647058824,75,34,0.3119266055045872,0,0,0.6206896551724138,0.75,0.5294117647058824
emotions,BR_Logistic,,5,5,angry-aggresive,1.0,0.6865671641791045,0.8073394495412844,0.7931034482758621,0.6052631578947368,71,38,0.3486238532110092,0,0,0.6865671641791045,0.7931034482758621,0.6052631578947368
emotions,BR_MLP,,1,0,amazed-suprised,1.0,0.5882352941176471,0.7704918032786885,0.5882352941176471,0.5882352941176471,88,34,0.2786885245901639,0,0,0.5882352941176471,0.5882352941176471,0.5882352941176471
emotions,BR_MLP,,1,1,happy-pleased,1.0,0.47058823529411764,0.5573770491803278,0.34782608695652173,0.7272727272727273,89,33,0.27049180327868855,0,0,0.47058823529411764,0.34782608695652173,0.7272727272727273
emotions,BR_MLP,,1,2,relaxing-calm,1.0,0.7424242424242424,0.7213114754098361,0.620253164556962,0.9245283018867925,69,53,0.4344262295081967,0,0,0.7424242424242424,0.620253164556962,0.9245283018867925
emotions,BR_MLP,,1,3,quiet-still,1.0,0.6588235294117647,0.7622950819672131,0.509090909090909,0.9333333333333333,92,30,0.2459016393442623,0,0,0.6588235294117647,0.509090909090909,0.9333333333333333
emotions,BR_MLP,,1,4,sad-lonely,1.0,0.5148514851485149,0.5983606557377049,0.3880597014925373,0.7647058823529411,88,34,0.2786885245901639,0,0,0.5148514851485149,0.3880597014925373,0.7647058823529411
emotions,BR_MLP,,1,5,angry-aggresive,1.0,0.735632183908046,0.8114754098360656,0.6530612244897959,0.8421052631578947,84,38,0.3114754098360656,0,0,0.735632183908046,0.6530612244897959,0.8421052631578947
emotions,BR_MLP,,2,0,amazed-suprised,1.0,0.5714285714285714,0.7478991596638656,0.5714285714285714,0.5714285714285714,84,35,0.29411764705882354,0,0,0.5714285714285714,0.5714285714285714,0.5714285714285714
emotions,BR_MLP,,2,1,happy-pleased,1.0,0.5161290322580645,0.6218487394957983,0.4,0.7272727272727273,86,33,0.2773109243697479,0,0,0.5161290322580645,0.4,0.7272727272727273
emotions,BR_MLP,,2,2,relaxing-calm,1.0,0.7272727272727273,0.7226890756302521,0.6376811594202898,0.8461538461538461,67,52,0.4369747899159664,0,0,0.7272727272727273,0.6376811594202898,0.8461538461538461
emotions,BR_MLP,,2,3,quiet-still,1.0,0.7466666666666667,0.8403361344537815,0.6086956521739131,0.9655172413793104,90,29,0.24369747899159663,0,0,0.7466666666666667,0.6086956521739131,0.9655172413793104
emotions,BR_MLP,,2,4,sad-lonely,1.0,0.5555555555555556,0.6638655462184874,0.43859649122807015,0.7575757575757576,86,33,0.2773109243697479,0,0,0.5555555555555556,0.43859649122807015,0.7575757575757576
emotions,BR_MLP,,2,5,angry-aggresive,1.0,0.7619047619047619,0.8319327731092437,0.6956521739130435,0.8421052631578947,81,38,0.31932773109243695,0,0,0.7619047619047619,0.6956521739130435,0.8421052631578947
emotions,BR_MLP,,3,0,amazed-suprised,1.0,0.7,0.8048780487804879,0.6086956521739131,0.8235294117647058,89,34,0.2764227642276423,0,0,0.7,0.6086956521739131,0.8235294117647058
emotions,BR_MLP,,3,1,happy-pleased,1.0,0.34210526315789475,0.5934959349593496,0.3023255813953488,0.3939393939393939,90,33,0.2682926829268293,0,0,0.34210526315789475,0.3023255813953488,0.3939393939393939
emotions,BR_MLP,,3,2,relaxing-calm,1.0,0.8125,0.8048780487804879,0.6933333333333334,0.9811320754716981,70,53,0.43089430894308944,0,0,0.8125,0.6933333333333334,0.9811320754716981
emotions,BR_MLP,,3,3,quiet-still,1.0,0.6666666666666666,0.7804878048780488,0.5192307692307693,0.9310344827586207,94,29,0.23577235772357724,0,0,0.6666666666666666,0.5192307692307693,0.9310344827586207
emotions,BR_MLP,,3,4,sad-lonely,1.0,0.5274725274725275,0.6504065040650406,0.41379310344827586,0.7272727272727273,90,33,0.2682926829268293,0,0,0.5274725274725275,0.41379310344827586,0.7272727272727273
emotions,BR_MLP,,3,5,angry-aggresive,1.0,0.6741573033707865,0.7642276422764228,0.5769230769230769,0.8108108108108109,86,37,0.3008130081300813,0,0,0.6741573033707865,0.5769230769230769,0.8108108108108109
emotions,BR_MLP,,4,0,amazed-suprised,1.0,0.6857142857142857,0.8166666666666667,0.6857142857142857,0.6857142857142857,85,35,0.2916666666666667,0,0,0.6857142857142857,0.6857142857142857,0.6857142857142857
emotions,BR_MLP,,4,1,happy-pleased,1.0,0.56,0.6333333333333333,0.417910447761194,0.8484848484848485,87,33,0.275,0,0,0.56,0.417910447761194,0.8484848484848485
emotions,BR_MLP,,4,2,relaxing-calm,1.0,0.7218045112781954,0.6916666666666667,0.6,0.9056603773584906,67,53,0.44166666666666665,0,0,0.7218045112781954,0.6,0.9056603773584906
emotions,BR_MLP,,4,3,quiet-still,1.0,0.7341772151898734,0.825,0.5918367346938775,0.9666666666666667,90,30,0.25,0,0,0.7341772151898734,0.5918367346938775,0.9666666666666667
emotions,BR_MLP,,4,4,sad-lonely,1.0,0.6666666666666666,0.7416666666666667,0.5254237288135594,0.9117647058823529,86,34,0.2833333333333333,0,0,0.6666666666666666,0.5254237288135594,0.9117647058823529
emotions,BR_MLP,,4,5,angry-aggresive,1.0,0.7294117647058823,0.8083333333333333,0.6595744680851063,0.8157894736842105,82,38,0.31666666666666665,0,0,0.7294117647058823,0.6595744680851063,0.8157894736842105
emotions,BR_MLP,,5,0,amazed-suprised,1.0,0.6486486486486487,0.7614678899082569,0.6153846153846154,0.6857142857142857,74,35,0.3211009174311927,0,0,0.6486486486486487,0.6153846153846154,0.6857142857142857
emotions,BR_MLP,,5,1,happy-pleased,1.0,0.5306122448979592,0.5779816513761468,0.40625,0.7647058823529411,75,34,0.3119266055045872,0,0,0.5306122448979592,0.40625,0.7647058823529411
emotions,BR_MLP,,5,2,relaxing-calm,1.0,0.8421052631578947,0.8348623853211009,0.7868852459016393,0.9056603773584906,56,53,0.48623853211009177,0,0,0.8421052631578947,0.7868852459016393,0.9056603773584906
emotions,BR_MLP,,5,3,quiet-still,1.0,0.7466666666666667,0.8256880733944955,0.6222222222222222,0.9333333333333333,79,30,0.27522935779816515,0,0,0.7466666666666667,0.6222222222222222,0.9333333333333333
emotions,BR_MLP,,5,4,sad-lonely,1.0,0.6590909090909091,0.7247706422018348,0.5370370370370371,0.8529411764705882,75,34,0.3119266055045872,0,0,0.6590909090909091,0.5370370370370371,0.8529411764705882
emotions,BR_MLP,,5,5,angry-aggresive,1.0,0.7252747252747253,0.7706422018348624,0.6226415094339622,0.868421052631579,71,38,0.3486238532110092,0,0,0.7252747252747253,0.6226415094339622,0.868421052631579
emotions,CC_Logistic,,1,0,amazed-suprised,1.0,0.5490196078431373,0.8114754098360656,0.8235294117647058,0.4117647058823529,88,34,0.2786885245901639,0,0,0.5490196078431373,0.8235294117647058,0.4117647058823529
emotions,CC_Logistic,,1,1,happy-pleased,1.0,0.19047619047619047,0.7213114754098361,0.4444444444444444,0.12121212121212122,89,33,0.27049180327868855,0,0,0.19047619047619047,0.4444444444444444,0.12121212121212122
emotions,CC_Logistic,,1,2,relaxing-calm,1.0,0.7207207207207207,0.7459016393442623,0.6896551724137931,0.7547169811320755,69,53,0.4344262295081967,0,0,0.7207207207207207,0.6896551724137931,0.7547169811320755
emotions,CC_Logistic,,1,3,quiet-still,1.0,0.8,0.8934426229508197,0.7428571428571429,0.8666666666666667,92,30,0.2459016393442623,0,0,0.8,0.7428571428571429,0.8666666666666667
emotions,CC_Logistic,,1,4,sad-lonely,1.0,0.6176470588235294,0.7868852459016393,0.6176470588235294,0.6176470588235294,88,34,0.2786885245901639,0,0,0.6176470588235294,0.6176470588235294,0.6176470588235294
emotions,CC_Logistic,,1,5,angry-aggresive,1.0,0.6666666666666666,0.7377049180327869,0.5517241379310345,0.8421052631578947,84,38,0.3114754098360656,0,0,0.6666666666666666,0.5517241379310345,0.8421052631578947
emotions,CC_Logistic,,2,0,amazed-suprised,1.0,0.6031746031746031,0.7899159663865546,0.6785714285714286,0.5428571428571428,84,35,0.29411764705882354,0,0,0.6031746031746031,0.6785714285714286,0.5428571428571428
emotions,CC_Logistic,,2,1,happy-pleased,1.0,0.19047619047619047,0.7142857142857143,0.4444444444444444,0.12121212121212122,86,33,0.2773109243697479,0,0,0.19047619047619047,0.4444444444444444,0.12121212121212122
emotions,CC_Logistic,,2,2,relaxing-calm,1.0,0.64,0.6974789915966386,0.6666666666666666,0.6153846153846154,67,52,0.4369747899159664,0,0,0.64,0.6666666666666666,0.6153846153846154
emotions,CC_Logistic,,2,3,quiet-still,1.0,0.8524590163934426,0.9243697478991597,0.8125,0.896551724137931,90,29,0.24369747899159663,0,0,0.8524590163934426,0.8125,0.896551724137931
emotions,CC_Logistic,,2,4,sad-lonely,1.0,0.6363636363636364,0.7983193277310925,0.6363636363636364,0.6363636363636364,86,33,0.2773109243697479,0,0,0.6363636363636364,0.6363636363636364,0.6363636363636364
emotions,CC_Logistic,,2,5,angry-aggresive,1.0,0.7010309278350515,0.7563025210084033,0.576271186440678,0.8947368421052632,81,38,0.31932773109243695,0,0,0.7010309278350515,0.576271186440678,0.8947368421052632
emotions,CC_Logistic,,3,0,amazed-suprised,1.0,0.6129032258064516,0.8048780487804879,0.6785714285714286,0.5588235294117647,89,34,0.2764227642276423,0,0,0.6129032258064516,0.6785714285714286,0.5588235294117647
emotions,CC_Logistic,,3,1,happy-pleased,1.0,0.09302325581395349,0.6829268292682927,0.2,0.06060606060606061,90,33,0.2682926829268293,0,0,0.09302325581395349,0.2,0.06060606060606061
emotions,CC_Logistic,,3,2,relaxing-calm,1.0,0.75,0.7723577235772358,0.711864406779661,0.7924528301886793,70,53,0.43089430894308944,0,0,0.75,0.711864406779661,0.7924528301886793
emotions,CC_Logistic,,3,3,quiet-still,1.0,0.7,0.8536585365853658,0.6774193548387096,0.7241379310344828,94,29,0.23577235772357724,0,0,0.7,0.6774193548387096,0.7241379310344828
emotions,CC_Logistic,,3,4,sad-lonely,1.0,0.5970149253731343,0.7804878048780488,0.5882352941176471,0.6060606060606061,90,33,0.2682926829268293,0,0,0.5970149253731343,0.5882352941176471,0.6060606060606061
emotions,CC_Logistic,,3,5,angry-aggresive,1.0,0.5833333333333334,0.6747967479674797,0.4745762711864407,0.7567567567567568,86,37,0.3008130081300813,0,0,0.5833333333333334,0.4745762711864407,0.7567567567567568
emotions,CC_Logistic,,4,0,amazed-suprised,1.0,0.5555555555555556,0.8,0.7894736842105263,0.42857142857142855,85,35,0.2916666666666667,0,0,0.5555555555555556,0.7894736842105263,0.42857142857142855
emotions,CC_Logistic,,4,1,happy-pleased,1.0,0.3181818181818182,0.75,0.6363636363636364,0.21212121212121213,87,33,0.275,0,0,0.3181818181818182,0.6363636363636364,0.21212121212121213
emotions,CC_Logistic,,4,2,relaxing-calm,1.0,0.6727272727272727,0.7,0.6491228070175439,0.6981132075471698,67,53,0.44166666666666665,0,0,0.6727272727272727,0.6491228070175439,0.6981132075471698
emotions,CC_Logistic,,4,3,quiet-still,1.0,0.7692307692307693,0.875,0.7142857142857143,0.8333333333333334,90,30,0.25,0,0,0.7692307692307693,0.7142857142857143,0.8333333333333334
emotions,CC_Logistic,,4,4,sad-lonely,1.0,0.6176470588235294,0.7833333333333333,0.6176470588235294,0.6176470588235294,86,34,0.2833333333333333,0,0,0.6176470588235294,0.6176470588235294,0.6176470588235294
emotions,CC_Logistic,,4,5,angry-aggresive,1.0,0.717391304347826,0.7833333333333333,0.6111111111111112,0.868421052631579,82,38,0.31666666666666665,0,0,0.717391304347826,0.6111111111111112,0.868421052631579
emotions,CC_Logistic,,5,0,amazed-suprised,1.0,0.5172413793103449,0.7431192660550459,0.6521739130434783,0.42857142857142855,74,35,0.3211009174311927,0,0,0.5172413793103449,0.6521739130434783,0.42857142857142855
emotions,CC_Logistic,,5,1,happy-pleased,1.0,0.23255813953488372,0.6972477064220184,0.5555555555555556,0.14705882352941177,75,34,0.3119266055045872,0,0,0.23255813953488372,0.5555555555555556,0.14705882352941177
emotions,CC_Logistic,,5,2,relaxing-calm,1.0,0.8076923076923077,0.8165137614678899,0.8235294117647058,0.7924528301886793,56,53,0.48623853211009177,0,0,0.8076923076923077,0.8235294117647058,0.7924528301886793
emotions,CC_Logistic,,5,3,quiet-still,1.0,0.7419354838709677,0.8532110091743119,0.71875,0.7666666666666667,79,30,0.27522935779816515,0,0,0.7419354838709677,0.71875,0.7666666666666667
emotions,CC_Logistic,,5,4,sad-lonely,1.0,0.6285714285714286,0.7614678899082569,0.6111111111111112,0.6470588235294118,75,34,0.3119266055045872,0,0,0.6285714285714286,0.6111111111111112,0.6470588235294118
emotions,CC_Logistic,,5,5,angry-aggresive,1.0,0.7126436781609196,0.7706422018348624,0.6326530612244898,0.8157894736842105,71,38,0.3486238532110092,0,0,0.7126436781609196,0.6326530612244898,0.8157894736842105
emotions,CC_MLP,,1,0,amazed-suprised,1.0,0.6451612903225806,0.819672131147541,0.7142857142857143,0.5882352941176471,88,34,0.2786885245901639,0,0,0.6451612903225806,0.7142857142857143,0.5882352941176471
emotions,CC_MLP,,1,1,happy-pleased,1.0,0.3684210526315789,0.6065573770491803,0.32558139534883723,0.42424242424242425,89,33,0.27049180327868855,0,0,0.3684210526315789,0.32558139534883723,0.42424242424242425
emotions,CC_MLP,,1,2,relaxing-calm,1.0,0.6821705426356589,0.6639344262295082,0.5789473684210527,0.8301886792452831,69,53,0.4344262295081967,0,0,0.6821705426356589,0.5789473684210527,0.8301886792452831
emotions,CC_MLP,,1,3,quiet-still,1.0,0.6746987951807228,0.7786885245901639,0.5283018867924528,0.9333333333333333,92,30,0.2459016393442623,0,0,0.6746987951807228,0.5283018867924528,0.9333333333333333
emotions,CC_MLP,,1,4,sad-lonely,1.0,0.5393258426966292,0.6639344262295082,0.43636363636363634,0.7058823529411765,88,34,0.2786885245901639,0,0,0.5393258426966292,0.43636363636363634,0.7058823529411765
emotions,CC_MLP,,1,5,angry-aggresive,1.0,0.6097560975609756,0.7377049180327869,0.5681818181818182,0.6578947368421053,84,38,0.3114754098360656,0,0,0.6097560975609756,0.5681818181818182,0.6578947368421053
emotions,CC_MLP,,2,0,amazed-suprised,1.0,0.6111111111111112,0.7647058823529411,0.5945945945945946,0.6285714285714286,84,35,0.29411764705882354,0,0,0.6111111111111112,0.5945945945945946,0.6285714285714286
emotions,CC_MLP,,2,1,happy-pleased,1.0,0.5813953488372093,0.6974789915966386,0.4716981132075472,0.7575757575757576,86,33,0.2773109243697479,0,0,0.5813953488372093,0.4716981132075472,0.7575757575757576
emotions,CC_MLP,,2,2,relaxing-calm,1.0,0.7008547008547008,0.7058823529411765,0.6307692307692307,0.7884615384615384,67,52,0.4369747899159664,0,0,0.7008547008547008,0.6307692307692307,0.7884615384615384
emotions,CC_MLP,,2,3,quiet-still,1.0,0.7088607594936709,0.8067226890756303,0.56,0.9655172413793104,90,29,0.24369747899159663,0,0,0.7088607594936709,0.56,0.9655172413793104
emotions,CC_MLP,,2,4,sad-lonely,1.0,0.5476190476190477,0.680672268907563,0.45098039215686275,0.696969696969697,86,33,0.2773109243697479,0,0,0.5476190476190477,0.45098039215686275,0.696969696969697
emotions,CC_MLP,,2,5,angry-aggresive,1.0,0.7191011235955056,0.7899159663865546,0.6274509803921569,0.8421052631578947,81,38,0.31932773109243695,0,0,0.7191011235955056,0.6274509803921569,0.8421052631578947
emotions,CC_MLP,,3,0,amazed-suprised,1.0,0.631578947368421,0.7723577235772358,0.5714285714285714,0.7058823529411765,89,34,0.2764227642276423,0,0,0.631578947368421,0.5714285714285714,0.7058823529411765
emotions,CC_MLP,,3,1,happy-pleased,1.0,0.3333333333333333,0.5772357723577236,0.28888888888888886,0.3939393939393939,90,33,0.2682926829268293,0,0,0.3333333333333333,0.28888888888888886,0.3939393939393939
emotions,CC_MLP,,3,2,relaxing-calm,1.0,0.75,0.7560975609756098,0.6716417910447762,0.8490566037735849,70,53,0.43089430894308944,0,0,0.75,0.6716417910447762,0.8490566037735849
emotions,CC_MLP,,3,3,quiet-still,1.0,0.691358024691358,0.7967479674796748,0.5384615384615384,0.9655172413793104,94,29,0.23577235772357724,0,0,0.691358024691358,0.5384615384615384,0.9655172413793104
emotions,CC_MLP,,3,4,sad-lonely,1.0,0.5116279069767442,0.6585365853658537,0.41509433962264153,0.6666666666666666,90,33,0.2682926829268293,0,0,0.5116279069767442,0.41509433962264153,0.6666666666666666
emotions,CC_MLP,,3,5,angry-aggresive,1.0,0.6595744680851063,0.7398373983739838,0.543859649122807,0.8378378378378378,86,37,0.3008130081300813,0,0,0.6595744680851063,0.543859649122807,0.8378378378378378
emotions,CC_MLP,,4,0,amazed-suprised,1.0,0.5483870967741935,0.7666666666666667,0.6296296296296297,0.4857142857142857,85,35,0.2916666666666667,0,0,0.5483870967741935,0.6296296296296297,0.4857142857142857
emotions,CC_MLP,,4,1,happy-pleased,1.0,0.5569620253164557,0.7083333333333334,0.4782608695652174,0.6666666666666666,87,33,0.275,0,0,0.5569620253164557,0.4782608695652174,0.6666666666666666
emotions,CC_MLP,,4,2,relaxing-calm,1.0,0.6771653543307087,0.6583333333333333,0.581081081081081,0.8113207547169812,67,53,0.44166666666666665,0,0,0.6771653543307087,0.581081081081081,0.8113207547169812
emotions,CC_MLP,,4,3,quiet-still,1.0,0.6511627906976745,0.75,0.5,0.9333333333333333,90,30,0.25,0,0,0.6511627906976745,0.5,0.9333333333333333
emotions,CC_MLP,,4,4,sad-lonely,1.0,0.6444444444444445,0.7333333333333333,0.5178571428571429,0.8529411764705882,86,34,0.2833333333333333,0,0,0.6444444444444445,0.5178571428571429,0.8529411764705882
emotions,CC_MLP,,4,5,angry-aggresive,1.0,0.6585365853658537,0.7666666666666667,0.6136363636363636,0.7105263157894737,82,38,0.31666666666666665,0,0,0.6585365853658537,0.6136363636363636,0.7105263157894737
emotions,CC_MLP,,5,0,amazed-suprised,1.0,0.6764705882352942,0.7981651376146789,0.696969696969697,0.6571428571428571,74,35,0.3211009174311927,0,0,0.6764705882352942,0.696969696969697,0.6571428571428571
emotions,CC_MLP,,5,1,happy-pleased,1.0,0.5238095238095238,0.6330275229357798,0.44,0.6470588235294118,75,34,0.3119266055045872,0,0,0.5238095238095238,0.44,0.6470588235294118
emotions,CC_MLP,,5,2,relaxing-calm,1.0,0.7692307692307693,0.7522935779816514,0.703125,0.8490566037735849,56,53,0.48623853211009177,0,0,0.7692307692307693,0.703125,0.8490566037735849
emotions,CC_MLP,,5,3,quiet-still,1.0,0.725,0.7981651376146789,0.58,0.9666666666666667,79,30,0.27522935779816515,0,0,0.725,0.58,0.9666666666666667
emotions,CC_MLP,,5,4,sad-lonely,1.0,0.5813953488372093,0.6697247706422018,0.4807692307692308,0.7352941176470589,75,34,0.3119266055045872,0,0,0.5813953488372093,0.4807692307692308,0.7352941176470589
emotions,CC_MLP,,5,5,angry-aggresive,1.0,0.6987951807228916,0.7706422018348624,0.6444444444444445,0.7631578947368421,71,38,0.3486238532110092,0,0,0.6987951807228916,0.6444444444444445,0.7631578947368421
emotions,MLC_PA_Logistic,,1,0,amazed-suprised,1.0,0.5490196078431373,0.8114754098360656,0.8235294117647058,0.4117647058823529,88,34,0.2786885245901639,0,0,0.5490196078431373,0.8235294117647058,0.4117647058823529
emotions,MLC_PA_Logistic,,1,1,happy-pleased,1.0,0.19047619047619047,0.7213114754098361,0.4444444444444444,0.12121212121212122,89,33,0.27049180327868855,0,0,0.19047619047619047,0.4444444444444444,0.12121212121212122
emotions,MLC_PA_Logistic,,1,2,relaxing-calm,1.0,0.7102803738317757,0.7459016393442623,0.7037037037037037,0.7169811320754716,69,53,0.4344262295081967,0,0,0.7102803738317757,0.7037037037037037,0.7169811320754716
emotions,MLC_PA_Logistic,,1,3,quiet-still,1.0,0.7857142857142857,0.9016393442622951,0.8461538461538461,0.7333333333333333,92,30,0.2459016393442623,0,0,0.7857142857142857,0.8461538461538461,0.7333333333333333
emotions,MLC_PA_Logistic,,1,4,sad-lonely,1.0,0.6779661016949152,0.8442622950819673,0.8,0.5882352941176471,88,34,0.2786885245901639,0,0,0.6779661016949152,0.8,0.5882352941176471
emotions,MLC_PA_Logistic,,1,5,angry-aggresive,1.0,0.7532467532467533,0.8442622950819673,0.7435897435897436,0.7631578947368421,84,38,0.3114754098360656,0,0,0.7532467532467533,0.7435897435897436,0.7631578947368421
emotions,MLC_PA_Logistic,,2,0,amazed-suprised,1.0,0.6031746031746031,0.7899159663865546,0.6785714285714286,0.5428571428571428,84,35,0.29411764705882354,0,0,0.6031746031746031,0.6785714285714286,0.5428571428571428
emotions,MLC_PA_Logistic,,2,1,happy-pleased,1.0,0.19047619047619047,0.7142857142857143,0.4444444444444444,0.12121212121212122,86,33,0.2773109243697479,0,0,0.19047619047619047,0.4444444444444444,0.12121212121212122
emotions,MLC_PA_Logistic,,2,2,relaxing-calm,1.0,0.62,0.680672268907563,0.6458333333333334,0.5961538461538461,67,52,0.4369747899159664,0,0,0.62,0.6458333333333334,0.5961538461538461
emotions,MLC_PA_Logistic,,2,3,quiet-still,1.0,0.8846153846153846,0.9495798319327731,1.0,0.7931034482758621,90,29,0.24369747899159663,0,0,0.8846153846153846,1.0,0.7931034482758621
emotions,MLC_PA_Logistic,,2,4,sad-lonely,1.0,0.5769230769230769,0.8151260504201681,0.7894736842105263,0.45454545454545453,86,33,0.2773109243697479,0,0,0.5769230769230769,0.7894736842105263,0.45454545454545453
